dataset	cell_type	target	perturbation	program	n_program_genes	n_sig_fdr	mean_abs_Z	mean_FC	network_score
GSE212966_primary	myeloid	EPAS1	OE	T_exhaustion	7	0	1.09694735328643	0.00975808878070965	2.39635375438493e-14
GSE212966_primary	myeloid	EPAS1	OE	TNF_NFkB	8	0	1.03769050878064	0.0149890934369473	2.73869000501135e-14
GSE212966_primary	myeloid	EPAS1	OE	angiogenesis	7	1	1.11796837776085	23.0417644704762	16
GSE212966_primary	myeloid	EPAS1	OE	TGFb_fibrosis	10	0	1.03523782765934	5.67450050194832e-09	3.42336250626418e-14
GSE212966_primary	myeloid	HERPUD1	KO	endothelial	10	0	1.53137839752706	0.944715843981904	0.86218860422017
GSE212966_primary	myeloid	HERPUD1	KO	CAF_ECM	8	0	0.680657911230908	0.734471404296034	0.155381849862478
GSE212966_primary	myeloid	HERPUD1	KO	myeloid_inflammation	10	1	0.922731344025021	2.15201420692341	2.31658422564971
GSE212966_primary	myeloid	HERPUD1	KO	cytotoxic_TNK	7	0	1.30066068607719	2.95950522968062e-05	5.3295245012601e-11
GSE212966_primary	myeloid	HERPUD1	KO	T_exhaustion	7	0	1.28956787370484	0.0504841106195718	5.3295245012601e-11
GSE212966_primary	myeloid	HERPUD1	KO	TNF_NFkB	8	1	1.1837143497471	5.26492619888593	5.06717195878515
GSE212966_primary	myeloid	HERPUD1	KO	angiogenesis	7	0	1.2506225941273	0.221861441704575	5.3295245012601e-11
GSE212966_primary	myeloid	HERPUD1	KO	TGFb_fibrosis	10	0	0.757250722839434	0.0173245184156045	7.61360643037158e-11
GSE212966_primary	myeloid	HERPUD1	OE	endothelial	10	0	1.13647317833669	0.0016777955218298	2.21795317307257e-14
GSE212966_primary	myeloid	HERPUD1	OE	CAF_ECM	8	0	1.009372005133	0.0216788882669846	1.77436253845805e-14
GSE212966_primary	myeloid	HERPUD1	OE	myeloid_inflammation	10	0	1.04397772793468	0.198784724848298	2.21795317307257e-14
GSE212966_primary	myeloid	HERPUD1	OE	cytotoxic_TNK	7	0	1.16484619999955	5.78395283079854e-28	1.5525672211508e-14
GSE212966_primary	myeloid	HERPUD1	OE	T_exhaustion	7	0	1.13136463410758	0.0097668199291656	1.5525672211508e-14
GSE212966_primary	myeloid	HERPUD1	OE	TNF_NFkB	8	0	1.06384541053432	0.147942067208934	1.77436253845805e-14
GSE212966_primary	myeloid	HERPUD1	OE	angiogenesis	7	0	1.12093480134289	0.00239685074547115	1.5525672211508e-14
GSE212966_primary	myeloid	HERPUD1	OE	TGFb_fibrosis	10	0	1.07978424356697	6.67730536226484e-09	2.21795317307257e-14
GSE212966_primary	myeloid	MARCKS	KO	endothelial	10	0	1.54552614570511	0.372703386958136	7.60613289244571e-12
GSE212966_primary	myeloid	MARCKS	KO	CAF_ECM	8	0	0.589463382848756	0.358471548263992	6.08490631395657e-12
GSE212966_primary	myeloid	MARCKS	KO	myeloid_inflammation	10	1	0.840501799354055	1.98215053024409	2.13824057951156
GSE212966_primary	myeloid	MARCKS	KO	cytotoxic_TNK	7	0	1.32770610601229	0.000732671845511348	5.324293024712e-12
GSE212966_primary	myeloid	MARCKS	KO	T_exhaustion	7	0	1.18113062154212	0.020329551090687	5.324293024712e-12
GSE212966_primary	myeloid	MARCKS	KO	TNF_NFkB	8	1	1.17043920456263	5.55132401020122	5.16044443036833
GSE212966_primary	myeloid	MARCKS	KO	angiogenesis	7	0	1.3122583356694	0.157459096668404	5.324293024712e-12
GSE212966_primary	myeloid	MARCKS	KO	TGFb_fibrosis	10	0	0.758680904116212	0.0188355838489288	7.60613289244571e-12
GSE212966_primary	myeloid	MARCKS	OE	endothelial	10	0	1.21003520237288	0.000147321509944611	1.10897658653628e-14
GSE212966_primary	myeloid	MARCKS	OE	CAF_ECM	8	0	1.01066447185765	0.0145094760934815	8.87181269229025e-15
GSE212966_primary	myeloid	MARCKS	OE	myeloid_inflammation	10	0	0.980408107181226	0.237057439313829	1.10897658653628e-14
GSE212966_primary	myeloid	MARCKS	OE	cytotoxic_TNK	7	0	1.26444766365299	9.25859451228528e-28	7.76283610575397e-15
GSE212966_primary	myeloid	MARCKS	OE	T_exhaustion	7	0	1.22087760787974	0.0152047764514311	7.76283610575397e-15
GSE212966_primary	myeloid	MARCKS	OE	TNF_NFkB	8	0	1.09254101022044	0.339768425614604	8.87181269229025e-15
GSE212966_primary	myeloid	MARCKS	OE	angiogenesis	7	0	1.19222463637162	0.000210459299920873	7.76283610575397e-15
GSE212966_primary	myeloid	MARCKS	OE	TGFb_fibrosis	10	0	1.14669305365257	3.528359526242e-09	1.10897658653628e-14
GSE212966_primary	myeloid	TACC1	KO	endothelial	10	0	1.55144694739533	0.428490956625487	0.0307202724163397
GSE212966_primary	myeloid	TACC1	KO	CAF_ECM	8	0	0.653087886032111	0.504707654263085	0.07900834779987
GSE212966_primary	myeloid	TACC1	KO	myeloid_inflammation	10	0	0.802744667568501	1.16392700960606	1.0454009193184
GSE212966_primary	myeloid	TACC1	KO	cytotoxic_TNK	7	0	1.26713309603155	0.006615959767938	9.43083332466581e-12
GSE212966_primary	myeloid	TACC1	KO	T_exhaustion	7	0	1.26611922258599	0.220782954161099	9.43083332466581e-12
GSE212966_primary	myeloid	TACC1	KO	TNF_NFkB	8	1	1.2098012881175	5.22467284470974	4.50694920802697
GSE212966_primary	myeloid	TACC1	KO	angiogenesis	7	0	1.28752611226806	0.34232649651668	0.0153601362108644
GSE212966_primary	myeloid	TACC1	KO	TGFb_fibrosis	10	0	0.833212206748794	0.121506787661781	1.34726190352369e-11
GSE212966_primary	myeloid	TACC1	OE	endothelial	10	0	1.09044572773617	0.000388663654255276	4.82163733276644e-15
GSE212966_primary	myeloid	TACC1	OE	CAF_ECM	8	0	1.00639960186241	0.0294193299803897	3.85730986621315e-15
GSE212966_primary	myeloid	TACC1	OE	myeloid_inflammation	10	0	0.942561354953056	0.0416460326258711	4.82163733276644e-15
GSE212966_primary	myeloid	TACC1	OE	cytotoxic_TNK	7	0	1.10673867600944	1.32340933748204e-27	3.37514613293651e-15
GSE212966_primary	myeloid	TACC1	OE	T_exhaustion	7	0	1.12274849931349	0.0116146297983843	3.37514613293651e-15
GSE212966_primary	myeloid	TACC1	OE	TNF_NFkB	8	0	1.04949989326635	0.0252954005821156	3.85730986621315e-15
GSE212966_primary	myeloid	TACC1	OE	angiogenesis	7	0	1.10058556820509	0.000555233791793251	3.37514613293651e-15
GSE212966_primary	myeloid	TACC1	OE	TGFb_fibrosis	10	0	1.06537523686084	7.9443884747072e-09	4.82163733276644e-15
