direction	source	target	ligand	receptor	pathway_name	n_datasets	datasets	mean_prob	min_p
to_endothelial	endothelial	endothelial	COL4A2	ITGA3_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001683850197543	0.0
from_endothelial	endothelial	endothelial	COL4A2	ITGA3_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001683850197543	0.0
from_endothelial	endothelial	malignant_epithelial	FN1	SDC4	FN1	3	GSE154778,GSE155698,GSE212966	0.0001672810059479	0.0
from_endothelial	endothelial	B_cell	LAMA4	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001641946559481	0.0
to_endothelial	epithelial	endothelial	NAMPT	ITGA5_ITGB1	VISFATIN	3	GSE154778,GSE155698,GSE212966	0.0001631119189042	0.0
from_endothelial	endothelial	epithelial	COL6A2	SDC4	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001621445938566	0.0
from_endothelial	endothelial	fibroblast_CAF	COL6A2	ITGA1_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.000161325100879	0.0
from_endothelial	endothelial	epithelial	LAMA4	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001576788000362	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMB2	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.000157191727901	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA4	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001570948831577	0.0
from_endothelial	endothelial	epithelial	COL6A2	CD44	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001562728786843	0.0
from_endothelial	endothelial	fibroblast_CAF	JAM2	ITGAV_ITGB1	JAM	3	GSE154778,GSE155698,GSE212966	0.0001548497838661	0.0
from_endothelial	endothelial	myeloid	ANXA1	FPR1	ANNEXIN	3	GSE154778,GSE155698,GSE212966	0.0001544554070248	0.0
to_endothelial	epithelial	endothelial	NAMPT	INSR	VISFATIN	3	GSE154778,GSE155698,GSE212966	0.0001543845297597	0.0
from_endothelial	endothelial	epithelial	COL4A1	ITGAV_ITGB8	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001542575051315	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMC1	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.000153889832209	0.0
from_endothelial	endothelial	epithelial	LAMA4	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001530553405513	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA4	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001530358298216	0.0
from_endothelial	endothelial	B_cell	COL6A2	CD44	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001529802669025	0.0
to_endothelial	epithelial	endothelial	VEGFA	FLT1	VEGF	3	GSE154778,GSE155698,GSE212966	0.0001521891390106	0.0
to_endothelial	fibroblast_CAF	endothelial	COL6A1	ITGA3_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.000152075331484	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA4	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.000150100485204	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMC1	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001497550923452	0.0
from_endothelial	endothelial	malignant_epithelial	FN1	ITGA3_ITGB1	FN1	3	GSE154778,GSE155698,GSE212966	0.0001487784571383	0.0
to_endothelial	fibroblast_CAF	endothelial	COL6A1	ITGA10_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001483545880872	0.0
from_endothelial	endothelial	epithelial	LAMB1	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001473439537009	0.0
from_endothelial	endothelial	epithelial	LAMA4	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.000147211330806	0.0
to_endothelial	fibroblast_CAF	endothelial	COL4A2	ITGA2_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001469742268693	0.0
from_endothelial	endothelial	B_cell	LAMC1	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001469471035629	0.0
from_endothelial	endothelial	epithelial	LAMC1	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001469053857746	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A2	CD44	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001458692747386	0.0
to_endothelial	myeloid	endothelial	ITGB2	ICAM1	ITGB2	3	GSE154778,GSE155698,GSE212966	0.0001458191933506	0.0
to_endothelial	endothelial	endothelial	LAMB1	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001456094221315	0.0
from_endothelial	endothelial	endothelial	LAMB1	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001456094221315	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMB1	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001449259662366	0.0
from_endothelial	endothelial	epithelial	COL6A2	ITGA3_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.000144614314762	0.0
to_endothelial	epithelial	endothelial	VEGFA	FLT1_KDR	VEGF	3	GSE154778,GSE155698,GSE212966	0.0001440436637553	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A2	SDC4	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001421024416757	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A2	ITGA2_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001404962211225	0.0
to_endothelial	epithelial	endothelial	LAMB3	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001394401019478	0.0
from_endothelial	endothelial	epithelial	HSPG2	DAG1	HSPG	3	GSE154778,GSE155698,GSE212966	0.0001393480667992	0.0
from_endothelial	endothelial	malignant_epithelial	LAMC1	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001391418032993	0.0
from_endothelial	endothelial	malignant_epithelial	LAMC1	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001389455497967	0.0
to_endothelial	fibroblast_CAF	endothelial	THBS2	ITGA3_ITGB1	THBS	3	GSE154778,GSE155698,GSE212966	0.0001386557759751	0.0
from_endothelial	endothelial	malignant_epithelial	LAMB1	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001377129643574	0.0
from_endothelial	endothelial	epithelial	LAMC1	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001372642518509	0.0
from_endothelial	endothelial	epithelial	COL6A2	ITGA2_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.000137249314545	0.0
from_endothelial	endothelial	epithelial	COL4A2	ITGAV_ITGB8	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001371911314851	0.0
from_endothelial	endothelial	malignant_epithelial	LAMC1	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.000137188317199	0.0
from_endothelial	endothelial	mast	LAMA5	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001367113014054	0.0
to_endothelial	endothelial	endothelial	LAMA5	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001364561967544	0.0
from_endothelial	endothelial	endothelial	LAMA5	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001364561967544	0.0
from_endothelial	endothelial	epithelial	LAMC1	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001354844385401	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA4	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001350666994492	0.0
from_endothelial	endothelial	epithelial	JAM2	ITGA3_ITGB1	JAM	3	GSE154778,GSE155698,GSE212966	0.0001348749967836	0.0
from_endothelial	endothelial	myeloid	ICAM2	ITGAM_ITGB2	ICAM	3	GSE154778,GSE155698,GSE212966	0.0001348530293177	0.0
from_endothelial	endothelial	CD8	LAMA5	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001341231636099	0.0
to_endothelial	malignant_epithelial	endothelial	LAMC2	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001341081900945	0.0
from_endothelial	endothelial	epithelial	LAMC1	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001340288423455	0.0
to_endothelial	fibroblast_CAF	endothelial	FN1	ITGA8_ITGB1	FN1	3	GSE154778,GSE155698,GSE212966	0.0001337452677724	0.0
to_endothelial	epithelial	endothelial	LAMC2	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001330222330028	0.0
from_endothelial	endothelial	CD8	LGALS9	PTPRC	GALECTIN	3	GSE154778,GSE155698,GSE212966	0.0001328795771823	0.0
to_endothelial	epithelial	endothelial	LAMA3	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001323480579732	0.0
to_endothelial	endothelial	endothelial	LAMB1	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001322921224723	0.0
from_endothelial	endothelial	endothelial	LAMB1	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001322921224723	0.0
from_endothelial	endothelial	malignant_epithelial	COL4A1	ITGAV_ITGB8	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001310916586764	0.0
to_endothelial	epithelial	endothelial	LAMB3	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001310394317762	0.0
from_endothelial	endothelial	T_NK	LGALS9	PTPRC	GALECTIN	3	GSE154778,GSE155698,GSE212966	0.000130481026042	0.0
to_endothelial	fibroblast_CAF	endothelial	COL4A1	ITGA2_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001279761952313	0.0
from_endothelial	endothelial	fibroblast_CAF	COL6A2	ITGA11_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001270604529107	0.0
to_endothelial	endothelial	endothelial	LAMC1	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001266198536881	0.0
from_endothelial	endothelial	endothelial	LAMC1	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001266198536881	0.0
to_endothelial	endothelial	endothelial	LAMA4	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001261211062044	0.0
from_endothelial	endothelial	endothelial	LAMA4	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001261211062044	0.0
from_endothelial	endothelial	malignant_epithelial	COL4A1	ITGA1_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001261020720067	0.0
to_endothelial	endothelial	endothelial	COL6A2	ITGA1_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001255981016643	0.0
from_endothelial	endothelial	endothelial	COL6A2	ITGA1_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001255981016643	0.0
from_endothelial	endothelial	myeloid	LAMA5	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001245552974673	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A2	ITGA3_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.000124394519583	0.0
to_endothelial	myeloid	endothelial	VEGFA	FLT1	VEGF	3	GSE154778,GSE155698,GSE212966	0.0001242453695241	0.0
to_endothelial	fibroblast_CAF	endothelial	VEGFB	FLT1	VEGF	3	GSE154778,GSE155698,GSE212966	0.0001240706065315	0.0
from_endothelial	endothelial	T_NK	LAMA5	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001220510968155	0.0
from_endothelial	endothelial	CD8	HLA-F	CD8A	MHC-I	3	GSE154778,GSE155698,GSE212966	0.000121088349046	0.0
from_endothelial	endothelial	malignant_epithelial	LAMC1	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001200624937829	0.0
to_endothelial	malignant_epithelial	endothelial	LAMB3	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	0.000119946764526	0.0
to_endothelial	myeloid	endothelial	ADM	CALCRL	CALCR	3	GSE154778,GSE155698,GSE212966	0.000119427470842	0.0
from_endothelial	endothelial	mast	LAMB2	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001190959181547	0.0
from_endothelial	endothelial	CD8	LAMB2	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001187029573535	0.0
to_endothelial	malignant_epithelial	endothelial	NAMPT	ITGA5_ITGB1	VISFATIN	3	GSE154778,GSE155698,GSE212966	0.0001185052964686	0.0
from_endothelial	endothelial	malignant_epithelial	JAM2	ITGA3_ITGB1	JAM	3	GSE154778,GSE155698,GSE212966	0.0001183194447284	0.0
to_endothelial	endothelial	endothelial	LAMB2	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001180909800598	0.0
from_endothelial	endothelial	endothelial	LAMB2	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001180909800598	0.0
to_endothelial	mast	endothelial	CD99	CD99	CD99	3	GSE154778,GSE155698,GSE212966	0.0001175800415382	0.0
from_endothelial	endothelial	mast	CD99	CD99	CD99	3	GSE154778,GSE155698,GSE212966	0.0001175800415382	0.0
from_endothelial	endothelial	myeloid	LAMB2	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001167601420515	0.0
from_endothelial	endothelial	malignant_epithelial	HSPG2	DAG1	HSPG	3	GSE154778,GSE155698,GSE212966	0.0001167427051217	0.0
from_endothelial	endothelial	malignant_epithelial	COL4A2	ITGAV_ITGB8	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001166857175462	0.0
to_endothelial	myeloid	endothelial	VEGFA	FLT1_KDR	VEGF	3	GSE154778,GSE155698,GSE212966	0.0001166183002997	0.0
from_endothelial	endothelial	epithelial	LAMA4	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001165290912397	0.0
to_endothelial	myeloid	endothelial	FN1	ITGAV_ITGB1	FN1	3	GSE154778,GSE155698,GSE212966	0.0001158475694209	0.0
to_endothelial	fibroblast_CAF	endothelial	COL4A2	ITGA9_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001151780047945	0.0
to_endothelial	fibroblast_CAF	endothelial	MIF	ACKR3	MIF	3	GSE154778,GSE155698,GSE212966	0.0001137330601742	0.0
to_endothelial	malignant_epithelial	endothelial	LAMA3	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.000112753141712	0.0
to_endothelial	malignant_epithelial	endothelial	NAMPT	INSR	VISFATIN	3	GSE154778,GSE155698,GSE212966	0.0001125758632578	0.0
from_endothelial	endothelial	malignant_epithelial	COL4A2	ITGA1_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001125718885233	0.0
to_endothelial	malignant_epithelial	endothelial	LAMB3	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001125715131655	0.0
from_endothelial	endothelial	fibroblast_CAF	NAMPT	ITGA5_ITGB1	VISFATIN	3	GSE154778,GSE155698,GSE212966	0.00011232904282	0.0
to_endothelial	epithelial	endothelial	VEGFA	KDR	VEGF	3	GSE154778,GSE155698,GSE212966	0.0001123032215838	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMA4	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001122665829292	0.0
to_endothelial	malignant_epithelial	endothelial	VEGFA	FLT1	VEGF	3	GSE154778,GSE155698,GSE212966	0.0001113340340928	0.0
from_endothelial	endothelial	CD8	COL4A1	ITGA1_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001112334773019	0.0
to_endothelial	fibroblast_CAF	endothelial	THBS1	ITGA3_ITGB1	THBS	3	GSE154778,GSE155698,GSE212966	0.0001104320927598	0.0
from_endothelial	endothelial	CD8	CXCL12	CXCR4	CXCL	3	GSE154778,GSE155698,GSE212966	0.0001095016963095	0.0
to_endothelial	endothelial	endothelial	LAMB1	ITGA9_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001090335565383	0.0
from_endothelial	endothelial	endothelial	LAMB1	ITGA9_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001090335565383	0.0
from_endothelial	endothelial	T_NK	LAMB2	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001085328351757	0.0
to_endothelial	mast	endothelial	VEGFA	FLT1	VEGF	3	GSE154778,GSE155698,GSE212966	0.0001074540053498	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA4	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001069450942354	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMB1	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001065942916996	0.0
to_endothelial	malignant_epithelial	endothelial	VEGFA	FLT1_KDR	VEGF	3	GSE154778,GSE155698,GSE212966	0.0001061254849516	0.0
to_endothelial	B_cell	endothelial	SPP1	ITGA5_ITGB1	SPP1	3	GSE154778,GSE155698,GSE212966	0.0001047270617936	0.0
to_endothelial	epithelial	endothelial	LAMB3	ITGA9_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.000104243127545	0.0
from_endothelial	endothelial	epithelial	LAMC1	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001039657013298	0.0
to_endothelial	T_NK	endothelial	NAMPT	INSR	VISFATIN	3	GSE154778,GSE155698,GSE212966	0.0001012333435575	0.0
from_endothelial	endothelial	T_NK	CXCL12	CXCR4	CXCL	3	GSE154778,GSE155698,GSE212966	0.0001010196693641	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMB2	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001008296866307	0.0
from_endothelial	endothelial	CD8	COL4A2	ITGA1_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001002584994423	0.0
to_endothelial	fibroblast_CAF	endothelial	COL4A1	ITGA9_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	0.0001001373015317	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMA5	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	0.0001000797102952	0.0
to_endothelial	mast	endothelial	VEGFA	FLT1_KDR	VEGF	3	GSE154778,GSE155698,GSE212966	9.99998999427799e-05	0.0
to_endothelial	epithelial	endothelial	MIF	ACKR3	MIF	3	GSE154778,GSE155698,GSE212966	9.98070630029252e-05	0.0
to_endothelial	endothelial	endothelial	LAMC1	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	9.80801909595619e-05	0.0
from_endothelial	endothelial	endothelial	LAMC1	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	9.80801909595619e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	COL4A2	ITGA3_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	9.79555292118295e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMB1	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	9.77798547485018e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMC1	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	9.65930929354948e-05	0.0
to_endothelial	endothelial	endothelial	LAMA4	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	9.6347398223876e-05	0.0
from_endothelial	endothelial	endothelial	LAMA4	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	9.6347398223876e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	LAMC1	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	9.63112751651961e-05	0.0
from_endothelial	endothelial	B_cell	LAMA5	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	9.56931877479902e-05	0.0
from_endothelial	endothelial	epithelial	JAM2	ITGAV_ITGB1	JAM	3	GSE154778,GSE155698,GSE212966	9.55909647829219e-05	0.0
from_endothelial	endothelial	epithelial	LAMA5	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	9.49976301570478e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	COL4A2	ITGA10_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	9.46712280151131e-05	0.0
to_endothelial	B_cell	endothelial	ITGB2	ICAM2	ITGB2	3	GSE154778,GSE155698,GSE212966	9.45333524969536e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMC2	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	9.43730389447222e-05	0.0
to_endothelial	endothelial	endothelial	JAM2	ITGAV_ITGB1	JAM	3	GSE154778,GSE155698,GSE212966	9.42489026557642e-05	0.0
from_endothelial	endothelial	endothelial	JAM2	ITGAV_ITGB1	JAM	3	GSE154778,GSE155698,GSE212966	9.42489026557642e-05	0.0
from_endothelial	endothelial	myeloid	HLA-DRB1	CD4	MHC-II	3	GSE154778,GSE155698,GSE212966	9.33781937440572e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMB2	ITGA1_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	9.26092954318857e-05	0.0
to_endothelial	epithelial	endothelial	LAMC2	ITGA6_ITGB4	LAMININ	3	GSE154778,GSE155698,GSE212966	9.24210091152027e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA5	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	9.137420357577e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA5	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	9.09857183971389e-05	0.0
to_endothelial	malignant_epithelial	endothelial	MIF	ACKR3	MIF	3	GSE154778,GSE155698,GSE212966	9.08986368577296e-05	0.0
from_endothelial	endothelial	myeloid	LGALS9	PTPRC	GALECTIN	3	GSE154778,GSE155698,GSE212966	9.07694351179268e-05	0.0
to_endothelial	myeloid	endothelial	VEGFA	KDR	VEGF	3	GSE154778,GSE155698,GSE212966	8.98671498559e-05	0.0
from_endothelial	endothelial	myeloid	ICAM1	ITGAX_ITGB2	ICAM	3	GSE154778,GSE155698,GSE212966	8.98377678014996e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMB3	ITGA9_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.96475493322188e-05	0.0
from_endothelial	endothelial	T_NK	FN1	ITGA4_ITGB1	FN1	3	GSE154778,GSE155698,GSE212966	8.96459383645965e-05	0.0
to_endothelial	endothelial	endothelial	LAMC1	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.95938985401791e-05	0.0
from_endothelial	endothelial	endothelial	LAMC1	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.95938985401791e-05	0.0
from_endothelial	endothelial	epithelial	LAMA5	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.90903225033286e-05	0.0
to_endothelial	endothelial	endothelial	LAMB1	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.90516876014042e-05	0.0
from_endothelial	endothelial	endothelial	LAMB1	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.90516876014042e-05	0.0
to_endothelial	endothelial	endothelial	COL6A2	ITGA2_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	8.90210451290894e-05	0.0
from_endothelial	endothelial	endothelial	COL6A2	ITGA2_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	8.90210451290894e-05	0.0
to_endothelial	endothelial	endothelial	PTPRM	PTPRM	PTPRM	3	GSE154778,GSE155698,GSE212966	8.87827575692604e-05	0.0
from_endothelial	endothelial	endothelial	PTPRM	PTPRM	PTPRM	3	GSE154778,GSE155698,GSE212966	8.87827575692604e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMA5	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	8.87291575947623e-05	0.0
to_endothelial	endothelial	endothelial	LAMA4	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.85425914515954e-05	0.0
from_endothelial	endothelial	endothelial	LAMA4	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.85425914515954e-05	0.0
from_endothelial	endothelial	epithelial	FN1	SDC1	FN1	3	GSE154778,GSE155698,GSE212966	8.84167633426787e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMC2	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.8160024600063e-05	0.0
from_endothelial	endothelial	epithelial	LAMA5	ITGA6_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.80733024641048e-05	0.0
from_endothelial	endothelial	epithelial	LAMB2	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	8.80130222744886e-05	0.0
from_endothelial	endothelial	B_cell	LAMB2	CD44	LAMININ	3	GSE154778,GSE155698,GSE212966	8.79159985576858e-05	0.0
from_endothelial	endothelial	epithelial	LAMA5	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.76903373779093e-05	0.0
to_endothelial	epithelial	endothelial	LAMB3	ITGA3_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.7628252027651e-05	0.0
to_endothelial	epithelial	endothelial	CD46	JAG1	CD46	3	GSE154778,GSE155698,GSE212966	8.74196340618832e-05	0.0
to_endothelial	epithelial	endothelial	LAMC2	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.70306005911145e-05	0.0
from_endothelial	endothelial	malignant_epithelial	JAM2	ITGAV_ITGB1	JAM	3	GSE154778,GSE155698,GSE212966	8.64294402749289e-05	0.0
to_endothelial	epithelial	endothelial	CDH1	ITGA2_ITGB1	CDH1	3	GSE154778,GSE155698,GSE212966	8.55380046168586e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	COL4A1	ITGA3_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	8.52381697226544e-05	0.0
from_endothelial	endothelial	malignant_epithelial	FN1	SDC1	FN1	3	GSE154778,GSE155698,GSE212966	8.46025899142526e-05	0.0
from_endothelial	endothelial	epithelial	FN1	ITGAV_ITGB6	FN1	3	GSE154778,GSE155698,GSE212966	8.39517617730238e-05	0.0
to_endothelial	malignant_epithelial	endothelial	VEGFA	KDR	VEGF	3	GSE154778,GSE155698,GSE212966	8.38990820532411e-05	0.0
to_endothelial	malignant_epithelial	endothelial	CDH1	ITGA2_ITGB1	CDH1	3	GSE154778,GSE155698,GSE212966	8.35365607229146e-05	0.0
from_endothelial	endothelial	mast	LGALS9	CD44	GALECTIN	3	GSE154778,GSE155698,GSE212966	8.34823362745594e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LAMB2	ITGA2_ITGB1	LAMININ	3	GSE154778,GSE155698,GSE212966	8.33929595447177e-05	0.0
