direction	source	target	ligand	receptor	pathway_name	n_datasets	datasets	mean_prob	min_p
from_endothelial	endothelial	epithelial	IGF2	IGF2R	IGF	3	GSE154778,GSE155698,GSE212966	1.18050867051719e-06	0.0
to_endothelial	epithelial	endothelial	COL9A2	ITGA3_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	1.15296363314831e-06	0.0
to_endothelial	epithelial	endothelial	COL9A2	ITGA10_ITGB1	COLLAGEN	3	GSE154778,GSE155698,GSE212966	1.105179089744e-06	0.0
to_endothelial	malignant_epithelial	endothelial	THBS1	CD36	THBS	3	GSE154778,GSE155698,GSE212966	1.09581660592917e-06	0.0
from_endothelial	endothelial	malignant_epithelial	DLL1	NOTCH2	NOTCH	3	GSE154778,GSE155698,GSE212966	1.08731997535778e-06	0.0
to_endothelial	endothelial	endothelial	IGF2	ITGA6_ITGB4	IGF	3	GSE154778,GSE155698,GSE212966	1.086360648591e-06	0.0
from_endothelial	endothelial	endothelial	IGF2	ITGA6_ITGB4	IGF	3	GSE154778,GSE155698,GSE212966	1.086360648591e-06	0.0
to_endothelial	B_cell	endothelial	SELPLG	SELE	SELPLG	3	GSE154778,GSE155698,GSE212966	1.06433183231388e-06	0.0
to_endothelial	fibroblast_CAF	endothelial	JAM2	F11R	JAM	3	GSE154778,GSE155698,GSE212966	1.05387948653686e-06	0.0
from_endothelial	endothelial	fibroblast_CAF	F11R	JAM2	JAM	3	GSE154778,GSE155698,GSE212966	1.05387948653686e-06	0.0
to_endothelial	fibroblast_CAF	endothelial	FGF1	FGFR1	FGF	3	GSE154778,GSE155698,GSE212966	9.71847288305425e-07	0.0
to_endothelial	fibroblast_CAF	endothelial	PTN	SDC3	PTN	3	GSE154778,GSE155698,GSE212966	9.55224741468003e-07	0.0
to_endothelial	B_cell	endothelial	F11R	JAM3	JAM	3	GSE154778,GSE155698,GSE212966	9.44972072460812e-07	0.0
from_endothelial	endothelial	B_cell	JAM3	F11R	JAM	3	GSE154778,GSE155698,GSE212966	9.44972072460812e-07	0.0
from_endothelial	endothelial	malignant_epithelial	IGF2	IGF2R	IGF	3	GSE154778,GSE155698,GSE212966	8.81127856593044e-07	0.0
to_endothelial	epithelial	endothelial	TGFB2	TGFbR1_R2	TGFb	3	GSE154778,GSE155698,GSE212966	8.61375008519081e-07	0.0
to_endothelial	fibroblast_CAF	endothelial	JAM2	JAM3	JAM	3	GSE154778,GSE155698,GSE212966	8.43768912429599e-07	0.0
from_endothelial	endothelial	fibroblast_CAF	JAM3	JAM2	JAM	3	GSE154778,GSE155698,GSE212966	8.43768912429599e-07	0.0
from_endothelial	endothelial	epithelial	IGF2	IGF1R	IGF	3	GSE154778,GSE155698,GSE212966	8.13697297381974e-07	0.0
from_endothelial	endothelial	B_cell	SEMA4C	PLXNB2	SEMA4	3	GSE154778,GSE155698,GSE212966	7.79750782208867e-07	0.0
to_endothelial	epithelial	endothelial	SEMA4A	NRP1_PLXNA2	SEMA4	3	GSE154778,GSE155698,GSE212966	6.8605904592852e-07	0.0
from_endothelial	endothelial	malignant_epithelial	IGF2	IGF1R	IGF	3	GSE154778,GSE155698,GSE212966	6.76683160206706e-07	0.0
to_endothelial	epithelial	endothelial	ANGPTL4	SDC3	ANGPTL	3	GSE154778,GSE155698,GSE212966	6.73523501649772e-07	0.0
to_endothelial	malignant_epithelial	endothelial	ANGPTL4	SDC3	ANGPTL	3	GSE154778,GSE155698,GSE212966	4.97936822357357e-07	0.0
from_endothelial	endothelial	fibroblast_CAF	IGF2	IGF1R	IGF	3	GSE154778,GSE155698,GSE212966	3.92775506485628e-07	0.0
to_endothelial	malignant_epithelial	endothelial	EFNA4	EPHA2	EPHA	3	GSE154778,GSE155698,GSE212966	3.87057198249159e-07	0.0
to_endothelial	endothelial	endothelial	ANGPTL4	SDC3	ANGPTL	3	GSE154778,GSE155698,GSE212966	3.55122689038754e-07	0.0
from_endothelial	endothelial	endothelial	ANGPTL4	SDC3	ANGPTL	3	GSE154778,GSE155698,GSE212966	3.55122689038754e-07	0.0
to_endothelial	endothelial	endothelial	IGF2	IGF2R	IGF	3	GSE154778,GSE155698,GSE212966	3.53395129947206e-07	0.0
from_endothelial	endothelial	endothelial	IGF2	IGF2R	IGF	3	GSE154778,GSE155698,GSE212966	3.53395129947206e-07	0.0
to_endothelial	fibroblast_CAF	endothelial	SEMA5A	PLXNA1	SEMA5	3	GSE154778,GSE155698,GSE212966	3.53220816376815e-07	0.0
to_endothelial	epithelial	endothelial	EFNA4	EPHA2	EPHA	3	GSE154778,GSE155698,GSE212966	2.93179983511477e-07	0.0
to_endothelial	epithelial	endothelial	SEMA4C	PLXNB2	SEMA4	3	GSE154778,GSE155698,GSE212966	2.77657231658999e-07	0.0
to_endothelial	fibroblast_CAF	endothelial	ANGPTL4	SDC3	ANGPTL	3	GSE154778,GSE155698,GSE212966	2.128312983582e-07	0.0
from_endothelial	endothelial	malignant_epithelial	ANGPTL4	SDC3	ANGPTL	3	GSE154778,GSE155698,GSE212966	1.70674255330673e-07	0.0
to_endothelial	fibroblast_CAF	endothelial	CADM1	CADM1	CADM	3	GSE154778,GSE155698,GSE212966	1.50797203781596e-07	0.0
from_endothelial	endothelial	fibroblast_CAF	CADM1	CADM1	CADM	3	GSE154778,GSE155698,GSE212966	1.50797203781596e-07	0.0
to_endothelial	malignant_epithelial	endothelial	SEMA4G	PLXNB2	SEMA4	3	GSE154778,GSE155698,GSE212966	1.29046507724442e-07	0.0
to_endothelial	myeloid	endothelial	CADM1	CADM1	CADM	3	GSE154778,GSE155698,GSE212966	6.0808305814101e-08	0.0
from_endothelial	endothelial	myeloid	CADM1	CADM1	CADM	3	GSE154778,GSE155698,GSE212966	6.0808305814101e-08	0.0
from_endothelial	endothelial	malignant_epithelial	JAG2	NOTCH3	NOTCH	3	GSE154778,GSE155698,GSE212966	5.38179701272975e-08	0.0
from_endothelial	endothelial	malignant_epithelial	DLL4	NOTCH3	NOTCH	3	GSE154778,GSE155698,GSE212966	4.11507688947889e-08	0.0
from_endothelial	endothelial	malignant_epithelial	DLL1	NOTCH3	NOTCH	3	GSE154778,GSE155698,GSE212966	1.18401971555922e-08	0.0
to_endothelial	endothelial	endothelial	PECAM1	PECAM1	PECAM1	2	GSE154778,GSE212966	0.0010913649168982	0.0
from_endothelial	endothelial	endothelial	PECAM1	PECAM1	PECAM1	2	GSE154778,GSE212966	0.0010913649168982	0.0
to_endothelial	CD8	endothelial	CCL5	ACKR1	CCL	2	GSE154778,GSE212966	0.0004728577006417	0.0
from_endothelial	endothelial	T_NK	MIF	CD74_CXCR4	MIF	2	GSE154778,GSE212966	0.0003964259161093	0.0
from_endothelial	endothelial	CD8	MIF	CD74_CD44	MIF	2	GSE154778,GSE212966	0.0003743683331731	0.0
from_endothelial	endothelial	CD8	FN1	CD44	FN1	2	GSE155698,GSE212966	0.0003429006720904	0.0
to_endothelial	fibroblast_CAF	endothelial	APP	CD74	APP	2	GSE155698,GSE212966	0.0003189992250053	0.0
from_endothelial	endothelial	T_NK	FN1	CD44	FN1	2	GSE155698,GSE212966	0.0003125206104473	0.0
to_endothelial	epithelial	endothelial	APP	CD74	APP	2	GSE155698,GSE212966	0.0002776118607638	0.0
from_endothelial	endothelial	CD8	HLA-E	KLRK1	MHC-I	2	GSE155698,GSE212966	0.000276534803505	0.0
to_endothelial	malignant_epithelial	endothelial	APP	CD74	APP	2	GSE155698,GSE212966	0.0002197093657479	0.0
from_endothelial	endothelial	B_cell	FN1	CD44	FN1	2	GSE155698,GSE212966	0.0002105436107316	0.0
to_endothelial	B_cell	endothelial	CD99	CD99	CD99	2	GSE154778,GSE212966	0.0002020658174593	0.0
from_endothelial	endothelial	B_cell	CD99	CD99	CD99	2	GSE154778,GSE212966	0.0002020658174593	0.0
from_endothelial	endothelial	epithelial	FN1	CD44	FN1	2	GSE155698,GSE212966	0.0001997481812879	0.0
from_endothelial	endothelial	malignant_epithelial	FN1	CD44	FN1	2	GSE155698,GSE212966	0.0001878535702162	0.0
to_endothelial	endothelial	endothelial	FN1	ITGAV_ITGB1	FN1	2	GSE155698,GSE212966	0.0001842048087425	0.0
from_endothelial	endothelial	endothelial	FN1	ITGAV_ITGB1	FN1	2	GSE155698,GSE212966	0.0001842048087425	0.0
to_endothelial	myeloid	endothelial	CXCL2	ACKR1	CXCL	2	GSE154778,GSE212966	0.0001749663206135	0.0
to_endothelial	malignant_epithelial	endothelial	FN1	ITGA5_ITGB1	FN1	2	GSE154778,GSE212966	0.000161136071616	0.0
to_endothelial	T_NK	endothelial	CCL5	ACKR1	CCL	2	GSE154778,GSE212966	0.0001592707506532	0.0
to_endothelial	epithelial	endothelial	COL1A1	ITGA1_ITGB1	COLLAGEN	2	GSE155698,GSE212966	0.0001589476315384	0.0
to_endothelial	epithelial	endothelial	FN1	ITGA5_ITGB1	FN1	2	GSE154778,GSE212966	0.0001576610949501	0.0
to_endothelial	myeloid	endothelial	CXCL3	ACKR1	CXCL	2	GSE154778,GSE212966	0.0001440099436075	0.0
from_endothelial	endothelial	myeloid	MIF	CD74_CXCR2	MIF	2	GSE155698,GSE212966	0.0001424287271494	0.0
from_endothelial	endothelial	mast	COL6A1	CD44	COLLAGEN	2	GSE155698,GSE212966	0.0001406411823865	0.0
from_endothelial	endothelial	epithelial	FN1	ITGAV_ITGB1	FN1	2	GSE155698,GSE212966	0.0001382405743649	0.0
from_endothelial	endothelial	fibroblast_CAF	FN1	ITGA5_ITGB1	FN1	2	GSE155698,GSE212966	0.0001332721770061	0.0
from_endothelial	endothelial	CD8	COL6A1	CD44	COLLAGEN	2	GSE155698,GSE212966	0.0001328594082772	0.0
from_endothelial	endothelial	malignant_epithelial	FN1	ITGAV_ITGB1	FN1	2	GSE155698,GSE212966	0.0001271939117218	0.0
from_endothelial	endothelial	T_NK	COL6A1	CD44	COLLAGEN	2	GSE155698,GSE212966	0.0001196877870114	0.0
from_endothelial	endothelial	fibroblast_CAF	COL4A1	ITGA2_ITGB1	COLLAGEN	2	GSE155698,GSE212966	0.0001179065443824	0.0
from_endothelial	endothelial	fibroblast_CAF	COL4A1	ITGA10_ITGB1	COLLAGEN	2	GSE154778,GSE212966	0.0001172846613508	0.0
from_endothelial	endothelial	T_NK	LGALS9	CD44	GALECTIN	2	GSE155698,GSE212966	0.0001119767076848	0.0
from_endothelial	endothelial	mast	APP	CD74	APP	2	GSE155698,GSE212966	0.0001110746087685	0.0
from_endothelial	endothelial	fibroblast_CAF	COL4A2	ITGA2_ITGB1	COLLAGEN	2	GSE155698,GSE212966	0.0001064635079628	0.0
from_endothelial	endothelial	fibroblast_CAF	COL4A2	ITGA10_ITGB1	COLLAGEN	2	GSE154778,GSE212966	0.0001045305208596	0.0
to_endothelial	endothelial	endothelial	FN1	ITGA3_ITGB1	FN1	2	GSE155698,GSE212966	0.0001022813341876	0.0
from_endothelial	endothelial	endothelial	FN1	ITGA3_ITGB1	FN1	2	GSE155698,GSE212966	0.0001022813341876	0.0
from_endothelial	endothelial	myeloid	COL6A1	CD44	COLLAGEN	2	GSE155698,GSE212966	9.84512976513194e-05	0.0
to_endothelial	CD8	endothelial	NAMPT	INSR	VISFATIN	2	GSE155698,GSE212966	9.42706058049207e-05	0.0
to_endothelial	epithelial	endothelial	COL1A1	ITGA10_ITGB1	COLLAGEN	2	GSE155698,GSE212966	8.70470268417301e-05	0.0
from_endothelial	endothelial	B_cell	FN1	ITGA4_ITGB1	FN1	2	GSE155698,GSE212966	8.68370345279728e-05	0.0
to_endothelial	endothelial	endothelial	COL6A2	ITGA3_ITGB1	COLLAGEN	2	GSE155698,GSE212966	8.59511840001785e-05	0.0
from_endothelial	endothelial	endothelial	COL6A2	ITGA3_ITGB1	COLLAGEN	2	GSE155698,GSE212966	8.59511840001785e-05	0.0
from_endothelial	endothelial	epithelial	COL6A1	SDC4	COLLAGEN	2	GSE155698,GSE212966	8.49608883560223e-05	0.0
to_endothelial	endothelial	endothelial	COL6A1	ITGA1_ITGB1	COLLAGEN	2	GSE155698,GSE212966	8.46708192390548e-05	0.0
from_endothelial	endothelial	endothelial	COL6A1	ITGA1_ITGB1	COLLAGEN	2	GSE155698,GSE212966	8.46708192390548e-05	0.0
from_endothelial	endothelial	myeloid	FN1	ITGA4_ITGB1	FN1	2	GSE155698,GSE212966	8.41506159151752e-05	0.0
to_endothelial	malignant_epithelial	endothelial	COL1A1	ITGA10_ITGB1	COLLAGEN	2	GSE155698,GSE212966	8.39710100288325e-05	0.0
from_endothelial	endothelial	myeloid	FN1	ITGAV_ITGB1	FN1	2	GSE155698,GSE212966	8.14886643915457e-05	0.0
to_endothelial	B_cell	endothelial	FN1	ITGA5_ITGB1	FN1	2	GSE154778,GSE212966	8.01548700388424e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A1	ITGA2_ITGB1	COLLAGEN	2	GSE155698,GSE212966	7.98608028555603e-05	0.0
from_endothelial	endothelial	B_cell	COL6A1	CD44	COLLAGEN	2	GSE155698,GSE212966	7.9761612904027e-05	0.0
from_endothelial	endothelial	CD8	ICAM2	ITGAL_ITGB2	ICAM	2	GSE155698,GSE212966	7.5680303480883e-05	0.0
from_endothelial	endothelial	epithelial	COL6A1	CD44	COLLAGEN	2	GSE155698,GSE212966	7.55759210103727e-05	0.0
to_endothelial	myeloid	endothelial	OSM	LIFR_IL6ST	OSM	2	GSE155698,GSE212966	7.5196507823784e-05	0.0
from_endothelial	endothelial	epithelial	COL6A1	ITGA2_ITGB1	COLLAGEN	2	GSE155698,GSE212966	7.48565349588229e-05	0.0
from_endothelial	endothelial	myeloid	SPP1	CD44	SPP1	2	GSE154778,GSE155698	7.44096259059176e-05	0.0
to_endothelial	T_NK	endothelial	ITGB2	ICAM1	ITGB2	2	GSE155698,GSE212966	7.33567503348042e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A1	SDC4	COLLAGEN	2	GSE155698,GSE212966	7.16375823046157e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A1	CD44	COLLAGEN	2	GSE155698,GSE212966	7.15807745484255e-05	0.0
from_endothelial	endothelial	myeloid	FN1	ITGA5_ITGB1	FN1	2	GSE155698,GSE212966	7.12047497889939e-05	0.0
from_endothelial	endothelial	epithelial	LGALS9	CD44	GALECTIN	2	GSE155698,GSE212966	7.11704195760484e-05	0.0
from_endothelial	endothelial	epithelial	COL6A1	ITGA3_ITGB1	COLLAGEN	2	GSE155698,GSE212966	7.02327386129461e-05	0.0
to_endothelial	CD8	endothelial	COL1A1	ITGA9_ITGB1	COLLAGEN	2	GSE154778,GSE212966	6.95313974091628e-05	0.0
from_endothelial	endothelial	T_NK	ICAM2	ITGAL_ITGB2	ICAM	2	GSE155698,GSE212966	6.84791705459377e-05	0.0
from_endothelial	endothelial	T_NK	HLA-B	CD8A	MHC-I	2	GSE155698,GSE212966	6.8168314072508e-05	0.0
from_endothelial	endothelial	malignant_epithelial	LGALS9	CD44	GALECTIN	2	GSE155698,GSE212966	6.66246166937503e-05	0.0
to_endothelial	malignant_epithelial	endothelial	COL1A2	ITGA9_ITGB1	COLLAGEN	2	GSE154778,GSE212966	6.53560831852556e-05	0.0
from_endothelial	endothelial	T_NK	HLA-A	CD8A	MHC-I	2	GSE155698,GSE212966	6.5198164560431e-05	0.0
to_endothelial	epithelial	endothelial	COL1A2	ITGA9_ITGB1	COLLAGEN	2	GSE154778,GSE212966	6.50158433832733e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A1	ITGA3_ITGB1	COLLAGEN	2	GSE155698,GSE212966	6.38067156313079e-05	0.0
to_endothelial	B_cell	endothelial	COL1A1	ITGA9_ITGB1	COLLAGEN	2	GSE154778,GSE212966	6.3441338043565e-05	0.0
to_endothelial	T_NK	endothelial	COL1A1	ITGA9_ITGB1	COLLAGEN	2	GSE154778,GSE212966	6.10358496917022e-05	0.0
to_endothelial	endothelial	endothelial	COL6A1	ITGA2_ITGB1	COLLAGEN	2	GSE155698,GSE212966	6.06118816175751e-05	0.0
from_endothelial	endothelial	endothelial	COL6A1	ITGA2_ITGB1	COLLAGEN	2	GSE155698,GSE212966	6.06118816175751e-05	0.0
from_endothelial	endothelial	T_NK	HLA-E	CD8A	MHC-I	2	GSE155698,GSE212966	6.05468509144289e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMB1	ITGA2_ITGB1	LAMININ	2	GSE155698,GSE212966	5.93308259503973e-05	0.0
to_endothelial	mast	endothelial	VEGFB	FLT1	VEGF	2	GSE155698,GSE212966	5.74541802917402e-05	0.0
from_endothelial	endothelial	T_NK	HLA-C	CD8A	MHC-I	2	GSE155698,GSE212966	5.57925682017814e-05	0.0
to_endothelial	CD8	endothelial	COL1A2	ITGA9_ITGB1	COLLAGEN	2	GSE154778,GSE212966	5.16716854098036e-05	0.0
from_endothelial	endothelial	T_NK	HLA-DRB1	CD4	MHC-II	2	GSE155698,GSE212966	4.96498526739398e-05	0.0
to_endothelial	T_NK	endothelial	TIGIT	NECTIN2	TIGIT	2	GSE154778,GSE212966	4.90495198547274e-05	0.0
from_endothelial	endothelial	T_NK	NECTIN2	TIGIT	NECTIN	2	GSE154778,GSE212966	4.90495198547274e-05	0.0
from_endothelial	endothelial	malignant_epithelial	MDK	ITGA6_ITGB1	MK	2	GSE155698,GSE212966	4.75476333730914e-05	0.0
to_endothelial	myeloid	endothelial	SELL	PODXL	SELL	2	GSE155698,GSE212966	4.70813185461266e-05	0.0
to_endothelial	epithelial	endothelial	SPP1	ITGAV_ITGB1	SPP1	2	GSE155698,GSE212966	4.67720515519539e-05	0.0
to_endothelial	fibroblast_CAF	endothelial	CD46	JAG1	CD46	2	GSE155698,GSE212966	4.66359130478211e-05	0.0
to_endothelial	myeloid	endothelial	COL1A1	ITGA9_ITGB1	COLLAGEN	2	GSE154778,GSE212966	4.64553008704029e-05	0.0
from_endothelial	endothelial	CD8	ICAM1	ITGAL_ITGB2	ICAM	2	GSE155698,GSE212966	4.56849628986387e-05	0.0
to_endothelial	endothelial	endothelial	COL6A1	ITGA10_ITGB1	COLLAGEN	2	GSE155698,GSE212966	4.52627351829554e-05	0.0
from_endothelial	endothelial	endothelial	COL6A1	ITGA10_ITGB1	COLLAGEN	2	GSE155698,GSE212966	4.52627351829554e-05	0.0
to_endothelial	epithelial	endothelial	COL6A1	ITGA2_ITGB1	COLLAGEN	2	GSE155698,GSE212966	4.45594052689543e-05	0.0
to_endothelial	malignant_epithelial	endothelial	COL6A1	ITGA2_ITGB1	COLLAGEN	2	GSE155698,GSE212966	4.4477124155819e-05	0.0
from_endothelial	endothelial	epithelial	LAMB1	ITGA1_ITGB1	LAMININ	2	GSE155698,GSE212966	4.41229905555112e-05	0.0
to_endothelial	endothelial	endothelial	COL1A1	ITGA10_ITGB1	COLLAGEN	2	GSE155698,GSE212966	4.37874811280526e-05	0.0
from_endothelial	endothelial	endothelial	COL1A1	ITGA10_ITGB1	COLLAGEN	2	GSE155698,GSE212966	4.37874811280526e-05	0.0
to_endothelial	T_NK	endothelial	CD46	JAG1	CD46	2	GSE155698,GSE212966	4.37266877801345e-05	0.0
to_endothelial	B_cell	endothelial	COL1A2	ITGA9_ITGB1	COLLAGEN	2	GSE154778,GSE212966	4.3480334761508e-05	0.0
from_endothelial	endothelial	mast	COL4A1	ITGA9_ITGB1	COLLAGEN	2	GSE155698,GSE212966	4.32454467379669e-05	0.0
to_endothelial	T_NK	endothelial	TGFB1	TGFbR1_R2	TGFb	2	GSE155698,GSE212966	4.26475280372376e-05	0.0
to_endothelial	mast	endothelial	CD46	JAG1	CD46	2	GSE155698,GSE212966	4.13821355605466e-05	0.0
to_endothelial	myeloid	endothelial	SELL	CD34	SELL	2	GSE155698,GSE212966	4.10146633917635e-05	0.0
from_endothelial	endothelial	T_NK	THBS1	CD47	THBS	2	GSE155698,GSE212966	4.05448123306938e-05	0.0
to_endothelial	endothelial	endothelial	COL6A1	ITGA3_ITGB1	COLLAGEN	2	GSE155698,GSE212966	4.04304590284959e-05	0.0
from_endothelial	endothelial	endothelial	COL6A1	ITGA3_ITGB1	COLLAGEN	2	GSE155698,GSE212966	4.04304590284959e-05	0.0
from_endothelial	endothelial	T_NK	HLA-DRA	CD4	MHC-II	2	GSE155698,GSE212966	4.00104984793864e-05	0.0
to_endothelial	mast	endothelial	LIF	LIFR_IL6ST	LIFR	2	GSE155698,GSE212966	3.95309975677774e-05	0.0
from_endothelial	endothelial	mast	COL4A2	ITGA9_ITGB1	COLLAGEN	2	GSE155698,GSE212966	3.9065476352704e-05	0.0
from_endothelial	endothelial	T_NK	ICAM1	ITGAL_ITGB2	ICAM	2	GSE155698,GSE212966	3.89674682623926e-05	0.0
to_endothelial	B_cell	endothelial	CD46	JAG1	CD46	2	GSE155698,GSE212966	3.85341664074308e-05	0.0
to_endothelial	CD8	endothelial	CD46	JAG1	CD46	2	GSE155698,GSE212966	3.82700140748656e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	COL6A2	ITGA10_ITGB1	COLLAGEN	2	GSE154778,GSE212966	3.78644991076807e-05	0.0
to_endothelial	epithelial	endothelial	CXCL3	ACKR1	CXCL	2	GSE154778,GSE212966	3.77949575327583e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMC1	ITGA2_ITGB1	LAMININ	2	GSE155698,GSE212966	3.76460775982738e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMA4	ITGA2_ITGB1	LAMININ	2	GSE155698,GSE212966	3.73578880536916e-05	0.0
from_endothelial	endothelial	epithelial	COL6A1	SDC1	COLLAGEN	2	GSE155698,GSE212966	3.71330919112696e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMB2	CD44	LAMININ	2	GSE155698,GSE212966	3.70904827716928e-05	0.0
to_endothelial	endothelial	endothelial	THBS1	ITGA3_ITGB1	THBS	2	GSE155698,GSE212966	3.70555599659933e-05	0.0
from_endothelial	endothelial	endothelial	THBS1	ITGA3_ITGB1	THBS	2	GSE155698,GSE212966	3.70555599659933e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	COL6A1	SDC1	COLLAGEN	2	GSE155698,GSE212966	3.66121204107024e-05	0.0
from_endothelial	endothelial	malignant_epithelial	COL6A1	SDC1	COLLAGEN	2	GSE155698,GSE212966	3.64661521489578e-05	0.0
to_endothelial	myeloid	endothelial	CXCL1	ACKR1	CXCL	2	GSE154778,GSE212966	3.61228190786296e-05	0.0
from_endothelial	endothelial	CD8	F11R	ITGAL_ITGB2	JAM	2	GSE155698,GSE212966	3.55844841361547e-05	0.0
from_endothelial	endothelial	myeloid	CCL14	CCR1	CCL	2	GSE155698,GSE212966	3.5193070704621e-05	0.0
to_endothelial	endothelial	endothelial	COL1A2	ITGA10_ITGB1	COLLAGEN	2	GSE155698,GSE212966	3.47871980981194e-05	0.0
from_endothelial	endothelial	endothelial	COL1A2	ITGA10_ITGB1	COLLAGEN	2	GSE155698,GSE212966	3.47871980981194e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	COL6A2	ITGA2_ITGB1	COLLAGEN	2	GSE155698,GSE212966	3.47499271318445e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	POSTN	ITGAV_ITGB5	PERIOSTIN	2	GSE155698,GSE212966	3.38172822095336e-05	0.0
to_endothelial	epithelial	endothelial	COL6A1	ITGA10_ITGB1	COLLAGEN	2	GSE155698,GSE212966	3.34855171147908e-05	0.0
to_endothelial	malignant_epithelial	endothelial	COL6A1	ITGA10_ITGB1	COLLAGEN	2	GSE155698,GSE212966	3.31241229987409e-05	0.0
from_endothelial	endothelial	myeloid	FN1	SDC4	FN1	2	GSE155698,GSE212966	3.2825282189735e-05	0.0
to_endothelial	epithelial	endothelial	LAMC1	ITGA2_ITGB1	LAMININ	2	GSE155698,GSE212966	3.14625095524234e-05	0.0
from_endothelial	endothelial	CD8	ICAM1	ITGAL	ICAM	2	GSE155698,GSE212966	3.1292455478129e-05	0.0
to_endothelial	mast	endothelial	SEMA4A	NRP1_PLXNA2	SEMA4	2	GSE155698,GSE212966	3.0996132913824e-05	0.0
from_endothelial	endothelial	T_NK	F11R	ITGAL_ITGB2	JAM	2	GSE155698,GSE212966	3.06242528357407e-05	0.0
from_endothelial	endothelial	CD8	THBS1	CD47	THBS	2	GSE155698,GSE212966	3.0597113216743e-05	0.0
to_endothelial	CD8	endothelial	TIGIT	NECTIN2	TIGIT	2	GSE154778,GSE212966	3.02641282647793e-05	0.0
from_endothelial	endothelial	CD8	NECTIN2	TIGIT	NECTIN	2	GSE154778,GSE212966	3.02641282647793e-05	0.0
to_endothelial	epithelial	endothelial	LAMB1	ITGA6_ITGB1	LAMININ	2	GSE155698,GSE212966	2.98187575251913e-05	0.0
to_endothelial	malignant_epithelial	endothelial	COL6A1	ITGA3_ITGB1	COLLAGEN	2	GSE155698,GSE212966	2.96588955185957e-05	0.0
from_endothelial	endothelial	myeloid	MDK	LRP1	MK	2	GSE155698,GSE212966	2.95851402093347e-05	0.0
to_endothelial	epithelial	endothelial	CXCL2	ACKR1	CXCL	2	GSE154778,GSE212966	2.93116385978557e-05	0.0
from_endothelial	endothelial	epithelial	LAMC1	ITGA1_ITGB1	LAMININ	2	GSE155698,GSE212966	2.91322145534681e-05	0.0
to_endothelial	malignant_epithelial	endothelial	LAMB2	ITGA6_ITGB1	LAMININ	2	GSE155698,GSE212966	2.90887475377318e-05	0.0
to_endothelial	myeloid	endothelial	COL1A2	ITGA9_ITGB1	COLLAGEN	2	GSE154778,GSE212966	2.87292538896295e-05	0.0
from_endothelial	endothelial	epithelial	COL6A2	ITGA1_ITGB1	COLLAGEN	2	GSE155698,GSE212966	2.83361797739369e-05	0.0
from_endothelial	endothelial	epithelial	ANGPTL4	SDC4	ANGPTL	2	GSE155698,GSE212966	2.75991081558278e-05	0.0
from_endothelial	endothelial	myeloid	COL6A2	SDC4	COLLAGEN	2	GSE155698,GSE212966	2.71735065143599e-05	0.0
from_endothelial	endothelial	B_cell	THBS1	CD47	THBS	2	GSE155698,GSE212966	2.69114087276299e-05	0.0
from_endothelial	endothelial	myeloid	LAMA4	ITGA6_ITGB1	LAMININ	2	GSE154778,GSE212966	2.67459338614005e-05	0.0
to_endothelial	endothelial	endothelial	TNFSF10	TNFRSF10A	TRAIL	2	GSE155698,GSE212966	2.64435511024682e-05	0.0
from_endothelial	endothelial	endothelial	TNFSF10	TNFRSF10A	TRAIL	2	GSE155698,GSE212966	2.64435511024682e-05	0.0
from_endothelial	endothelial	T_NK	HLA-DPA1	CD4	MHC-II	2	GSE155698,GSE212966	2.63667940292806e-05	0.0
to_endothelial	malignant_epithelial	endothelial	CXCL3	ACKR1	CXCL	2	GSE154778,GSE212966	2.63345569283909e-05	0.0
to_endothelial	CD8	endothelial	TGFB1	ACVR1B_TGFbR2	TGFb	2	GSE155698,GSE212966	2.5639547812393e-05	0.0
from_endothelial	endothelial	T_NK	MDK	ITGA4_ITGB1	MK	2	GSE154778,GSE212966	2.54456729029633e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	LAMA5	ITGA2_ITGB1	LAMININ	2	GSE155698,GSE212966	2.53083812502626e-05	0.0
from_endothelial	endothelial	epithelial	COL6A1	ITGAV_ITGB8	COLLAGEN	2	GSE155698,GSE212966	2.52065604417551e-05	0.0
to_endothelial	myeloid	endothelial	CCL18	ACKR1	CCL	2	GSE154778,GSE212966	2.51714619789061e-05	0.0
from_endothelial	endothelial	fibroblast_CAF	GRN	SORT1	GRN	2	GSE155698,GSE212966	2.50189234360707e-05	0.0
to_endothelial	B_cell	endothelial	CXCL2	ACKR1	CXCL	2	GSE154778,GSE212966	2.46219630356446e-05	0.0
